key	lemma	part_of_speech	parsing	definition	strongs	alternates
אחדים	אֶחָד	adjective	cardinal number masculine plural absolute	properly, united, i.e. one; or (as an ordinal) first	H259	
אחדל	חָדַל	verb	qal imperfect 1st person common singular	properly, to be flabby, i.e. (by implication) desist; (figuratively) be lacking or idle	H2308	
אחו	אָחוּ	noun	masculine singular absolute	a bulrush or any marshy grass (particularly that along the Nile)	H260	
אחוא	חֲוָא	verb	piel imperfect 1st person common singular	to show	H2324	
אחוד	אֵחוּד	proper noun	not parsed	Echud, the name of three Israelites	H261	
אחודה	חוּד	verb	qal cohortative 1st person common singular	properly, to tie a knot, i.e. (figuratively) to propound a riddle	H2330	
אחוה	חָוָה	verb	piel imperfect 1st person common singular	properly, to live; by implication (intensively) to declare or show	H2331	
אחוז	אָחַז	verb	qal passive participle masculine singular absolute	to seize (often with the accessory idea of holding in possession)	H270	
אחוזים	אָחַז	verb	qal passive participle masculine plural absolute	to seize (often with the accessory idea of holding in possession)	H270	
אחוך	חָוָה	verb	piel imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	properly, to live; by implication (intensively) to declare or show	H2331	
אחולה	חוּל	verb	qal cohortative 1st person common singular	properly, to twist or whirl (in a circular or spiral manner), i.e. (specifically) to dance	H2342	
אחומי	אֲחוּמַי	proper noun	not parsed	Achumai, an Israelite	H267	
אחוס	חוּס	verb	qal imperfect 1st person common singular	properly, to cover, i.e. (figuratively) to compassionate	H2347	
אחור	אָחוֹר	noun	masculine singular absolute	the hinder part; hence (adverb) behind, backward; also (as facing north) the West	H268	
אחות	אָחוֹת	noun	feminine singular construct	a sister (used very widely (like brother), literally and figuratively)	H269	אָחוֹת|noun|feminine singular absolute
אחותה	אָחוֹת	noun	feminine singular construct, pronominal suffix 3rd person feminine singular	a sister (used very widely (like brother), literally and figuratively)	H269	
אחותי	אָחוֹת	noun	feminine singular construct, pronominal suffix 1st person common singular	a sister (used very widely (like brother), literally and figuratively)	H269	
אחותיך	אָחוֹת	noun	feminine plural construct, pronominal suffix 2nd person feminine singular	a sister (used very widely (like brother), literally and figuratively)	H269	
אחותך	אָחוֹת	noun	feminine singular construct, pronominal suffix 2nd person feminine singular	a sister (used very widely (like brother), literally and figuratively)	H269	אָחוֹת|noun|feminine singular construct, pronominal suffix 2nd person masculine singular
אחותם	אָחוֹת	noun	feminine singular construct, pronominal suffix 3rd person masculine plural	a sister (used very widely (like brother), literally and figuratively)	H269	
אחותנו	אָחוֹת	noun	feminine singular construct, pronominal suffix 1st person common plural	a sister (used very widely (like brother), literally and figuratively)	H269	
אחז	אָחָז	proper noun	not parsed	Achaz, the name of a Jewish king and of an Israelite	H271	אָחַז|verb|qal passive participle masculine singular absolute;אָחַז|verb|qal perfect 3rd person masculine singular;אָחַז|verb|qal infinitive construct
אחזה	אֲחֻזָּה	noun	feminine singular absolute	something seized, i.e. a possession (especially of land)	H272	חָזָה|verb|qal imperfect 1st person common singular;אָחַז|verb|qal perfect 3rd person feminine singular;חָזָה|verb|qal cohortative 1st person common singular
אחזו	אָחַז	verb	qal perfect 3rd person common plural	to seize (often with the accessory idea of holding in possession)	H270	אָחַז|verb|qal imperative 2nd person masculine plural
אחזוני	אָחַז	verb	qal perfect 3rd person common plural, pronominal suffix 1st person common singular	to seize (often with the accessory idea of holding in possession)	H270	
אחזי	אַחְזַי	proper noun	not parsed	Achzai, an Israelite	H273	אָחַז|verb|qal passive participle masculine plural construct
אחזיה	אֲחַזְיָה	proper noun	not parsed	Achazjah, the name of a Jewish and an Israelite king	H274	
אחזיהו	אֲחַזְיָה	proper noun	not parsed	Achazjah, the name of a Jewish and an Israelite king	H274	
אחזם	אֲחֻזָּם	proper noun	not parsed	Achuzzam, an Israelite	H275	
אחזני	אָחַז	verb	qal perfect 3rd person masculine singular, pronominal suffix 1st person common singular	to seize (often with the accessory idea of holding in possession)	H270	
אחזק	חָזַק	verb	piel imperfect 1st person common singular	to fasten upon	H2388	
אחזקנו	חָזַק	verb	piel imperfect 1st person common singular, pronominal suffix 3rd person masculine singular	to fasten upon	H2388	
אחזת	אֲחֻזָּה	noun	feminine singular construct	something seized, i.e. a possession (especially of land)	H272	אָחַז|verb|qal perfect 2nd person masculine singular;אָחַז|verb|qal active participle feminine singular absolute
אחזתה	אָחַז	verb	qal perfect 3rd person feminine singular, pronominal suffix 3rd person feminine singular	to seize (often with the accessory idea of holding in possession)	H270	
אחזתו	אֲחֻזָּה	noun	feminine singular construct, pronominal suffix 3rd person masculine singular	something seized, i.e. a possession (especially of land)	H272	
אחזתיו	אָחַז	verb	qal perfect 1st person common singular, pronominal suffix 3rd person masculine singular	to seize (often with the accessory idea of holding in possession)	H270	
אחזתכם	אֲחֻזָּה	noun	feminine singular construct, pronominal suffix 2nd person masculine plural	something seized, i.e. a possession (especially of land)	H272	
אחזתם	אֲחֻזָּה	noun	feminine singular construct, pronominal suffix 3rd person masculine plural	something seized, i.e. a possession (especially of land)	H272	אָחַז|verb|qal perfect 3rd person feminine singular, pronominal suffix 3rd person masculine plural
אחזתני	אָחַז	verb	qal perfect 3rd person feminine singular, pronominal suffix 1st person common singular	to seize (often with the accessory idea of holding in possession)	H270	
אחחי	אֲחוֹחִי	noun	masculine singular absolute	an Achochite or descendant of Achoach	H266	
אחטא	חָטָא	verb	qal imperfect 1st person common singular	properly, to miss; hence (figuratively and generally) to sin	H2398	
אחטוב	אֲחִיטוּב	proper noun	not parsed	Achitub, the name of several priests	H285	
אחטם	חָטַם	verb	qal imperfect 1st person common singular	to stop	H2413	
אחטנה	חָטָא	verb	piel imperfect 1st person common singular, pronominal suffix 3rd person feminine singular	properly, to miss; hence (figuratively and generally) to sin	H2398	
אחי	אָח	noun	masculine singular construct	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אָח|noun|masculine singular construct, pronominal suffix 1st person common singular;אָח|noun|masculine plural construct, pronominal suffix 1st person common singular;אָח|noun|masculine plural construct
אחיאם	אֲחִיאָם	proper noun	not parsed	Achiam, an Israelite	H279	
אחידן	אֲחִידָה	noun	masculine plural absolute	an enigma	H280	
אחיה	אֲחִיָּה	proper noun	not parsed	Achijah, the name of nine Israelites	H281	אָח|noun|masculine singular construct, pronominal suffix 3rd person feminine singular;חָיָה|verb|qal imperfect 1st person common singular;אָח|noun|masculine plural construct, pronominal suffix 3rd person feminine singular
אחיהו	אֲחִיָּה	proper noun	not parsed	Achijah, the name of nine Israelites	H281	אָח|noun|masculine singular construct, pronominal suffix 3rd person masculine singular
אחיהוד	אֲחִיהוּד	proper noun	not parsed	Achihud, an Israelite	H282	
אחיהם	אָח	noun	masculine plural construct, pronominal suffix 3rd person masculine plural	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אָח|noun|masculine singular construct, pronominal suffix 3rd person masculine plural
אחיו	אָח	noun	masculine singular construct, pronominal suffix 3rd person masculine singular	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אָח|noun|masculine plural construct, pronominal suffix 3rd person masculine singular
אחיותי	אָחוֹת	noun	feminine plural construct, pronominal suffix 1st person common singular	a sister (used very widely (like brother), literally and figuratively)	H269	
אחיותיהם	אָחוֹת	noun	feminine plural construct, pronominal suffix 3rd person masculine plural	a sister (used very widely (like brother), literally and figuratively)	H269	
אחיותיו	אָחוֹת	noun	feminine plural construct, pronominal suffix 3rd person masculine singular	a sister (used very widely (like brother), literally and figuratively)	H269	
אחיותך	אָחוֹת	noun	feminine plural construct, pronominal suffix 2nd person feminine singular	a sister (used very widely (like brother), literally and figuratively)	H269	
אחיחד	אֲחִיחֻד	proper noun	not parsed	Achichud, an Israelite	H284	
אחיטוב	אֲחִיטוּב	proper noun	not parsed	Achitub, the name of several priests	H285	
אחיך	אָח	noun	masculine singular construct, pronominal suffix 2nd person masculine singular	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אָח|noun|masculine plural construct, pronominal suffix 2nd person masculine singular;אָח|noun|masculine singular construct, pronominal suffix 2nd person feminine singular;אָח|noun|masculine plural construct, pronominal suffix 2nd person feminine singular
אחיכם	אָח	noun	masculine plural construct, pronominal suffix 2nd person masculine plural	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אָח|noun|masculine singular construct, pronominal suffix 2nd person masculine plural
אחילה	יָחַל	verb	hiphil imperfect 1st person common singular	to wait; by implication, to be patient, hope	H3176	
אחילוד	אֲחִילוּד	proper noun	not parsed	Achilud, an Israelite	H286	
אחים	אָח	noun	masculine plural absolute	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אֹחַ|noun|masculine plural absolute
אחימלך	אֲחִימֶלֶךְ	proper noun	not parsed	Achimelek, the name of an Israelite and of a Hittite	H288	
אחימן	אֲחִימַן	proper noun	not parsed	Achiman, the name of an Anakite and of an Israelite	H289	
אחימעץ	אֲחִימַעַץ	proper noun	not parsed	Achimaats, the name of three Israelites	H290	
אחין	אַחְיָן	proper noun	not parsed	Achjan, an Israelite	H291	
אחינדב	אֲחִינָדָב	proper noun	not parsed	Achinadab, an Israelite	H292	
אחינו	אָח	noun	masculine plural construct, pronominal suffix 1st person common plural	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אָח|noun|masculine singular construct, pronominal suffix 1st person common plural
אחינעם	אֲחִינֹעַם	proper noun	not parsed	Achinoam, the name of two Israelitesses	H293	
אחיסמך	אֲחִיסָמָךְ	proper noun	not parsed	Achisamak, an Israelite	H294	
אחיעזר	אֲחִיעֶזֶר	proper noun	not parsed	Achiezer, the name of two Israelites	H295	
אחיקם	אֲחִיקָם	proper noun	not parsed	Achikam, an Israelite	H296	
אחירע	אֲחִירַע	proper noun	not parsed	Achira, an Israelite	H299	
אחישה	חוּשׁ	verb	hiphil cohortative 1st person common singular	to hurry; figuratively, to be eager with excitement or enjoyment	H2363	
אחישנה	חוּשׁ	verb	hiphil imperfect 1st person common singular, pronominal suffix 3rd person feminine singular	to hurry; figuratively, to be eager with excitement or enjoyment	H2363	
אחיתיהם	אָחוֹת	noun	feminine plural construct, pronominal suffix 3rd person masculine plural	a sister (used very widely (like brother), literally and figuratively)	H269	
אחיתיו	אָחוֹת	noun	feminine plural construct, pronominal suffix 3rd person masculine singular	a sister (used very widely (like brother), literally and figuratively)	H269	
אחיתפל	אֲחִיתֹפֶל	proper noun	not parsed	Achithophel, an Israelite	H302	
אחך	אַח	noun	masculine singular construct, pronominal suffix 2nd person masculine singular	{a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance)}	H252	
אחכמה	חָכַם	verb	qal cohortative 1st person common singular	to be wise (in mind, word or act)	H2449	
אחל	חָלַל	verb	hiphil imperfect 1st person common singular	properly, to bore, i.e. (by implication) to wound, to dissolve	H2490	
אחלב	אַחְלָב	proper noun	not parsed	Achlab, a place in Palestine	H303	
אחלי	אַחְלַי	proper noun	not parsed	Achlai, the name of an Israelitess and of an Israelite	H304	אַחֲלַי|particle|interjection
אחלל	חָלַל	verb	piel imperfect 1st person common singular	properly, to bore, i.e. (by implication) to wound, to dissolve	H2490	
אחלצהו	חָלַץ	verb	piel imperfect 1st person common singular, pronominal suffix 3rd person masculine singular	to pull off; hence (intensively) to strip, (reflex.) to depart	H2502	
אחלצך	חָלַץ	verb	piel imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	to pull off; hence (intensively) to strip, (reflex.) to depart	H2502	
אחלק	חָלַק	verb	piel imperfect 1st person common singular	to be smooth (figuratively); by implication (as smooth stones were used for lots) to apportion or separate	H2505	
אחלקה	חָלַק	verb	piel cohortative 1st person common singular	to be smooth (figuratively); by implication (as smooth stones were used for lots) to apportion or separate	H2505	
אחלקם	חָלַק	verb	piel imperfect 1st person common singular, pronominal suffix 3rd person masculine plural	to be smooth (figuratively); by implication (as smooth stones were used for lots) to apportion or separate	H2505	
אחמול	חָמַל	verb	qal imperfect 1st person common singular	to commiserate; by implication, to spare	H2550	
אחמל	חָמַל	verb	qal imperfect 1st person common singular	to commiserate; by implication, to spare	H2550	
אחן	חָנַן	verb	qal imperfect 1st person common singular	properly, to bend or stoop in kindness to an inferior	H2603	
אחסבי	אֲחַסְבַּי	proper noun	not parsed	Achasbai, an Israelite	H308	
אחסה	חָסָה	verb	qal imperfect 1st person common singular	to flee for protection; figuratively, to confide in	H2620	
אחסר	חָסֵר	verb	qal imperfect 1st person common singular	to lack; by implication, to fail, want, lessen	H2637	
אחפץ	חָפֵץ	verb	qal imperfect 1st person common singular	properly, to incline to; by implication (literally but rarely) to bend	H2654	
אחפש	חָפַשׂ	verb	piel imperfect 1st person common singular	to seek; causatively, to conceal oneself (i.e. let be sought), or mask	H2664	
אחקר	חָקַר	verb	qal imperfect 1st person common singular	properly, to penetrate; hence, to examine intimately	H2713	
אחקרהו	חָקַר	verb	qal imperfect 1st person common singular, pronominal suffix 3rd person masculine singular	properly, to penetrate; hence, to examine intimately	H2713	
אחר	אַחַר	preposition	preposition	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	אַחֵר|adjective|adjective masculine singular absolute;אַחֵר|proper noun|not parsed;אָחַר|verb|piel perfect 3rd person masculine singular
אחרו	אָחַר	verb	piel perfect 3rd person common plural	to loiter (i.e. be behind); by implication to procrastinate	H309	
אחרון	אַחֲרוֹן	adjective	adjective masculine singular absolute	hinder; generally, late or last; specifically (as facing the east) western	H314	
אחרות	אַחֵר	adjective	adjective feminine plural absolute	properly, hinder; generally, next, other, etc	H312	
אחרחל	אֲחַרְחֵל	proper noun	not parsed	Acharchel, an Israelite	H316	
אחרי	אַחַר	preposition	preposition	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	אַחַר|preposition|preposition, pronominal suffix 1st person common singular;אַחַר|adverb|adverb;אָחוֹר|noun|masculine plural construct, pronominal suffix 1st person common singular
אחריב	חָרַב	verb	hiphil imperfect 1st person common singular	to parch (through drought) i.e. (by analogy,) to desolate, destroy, kill	H2717	
אחריה	אַחַר	preposition	preposition, pronominal suffix 3rd person feminine singular	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	
אחריהון	אַחַר	preposition	preposition, pronominal suffix 3rd person masculine plural	after	H311	
אחריהם	אַחַר	preposition	preposition, pronominal suffix 3rd person masculine plural	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	אָחוֹר|noun|masculine plural construct, pronominal suffix 3rd person masculine plural
אחריהן	אַחַר	preposition	preposition, pronominal suffix 3rd person feminine plural	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	
אחריו	אַחַר	preposition	preposition, pronominal suffix 3rd person masculine singular	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	
אחריך	אַחַר	preposition	preposition, pronominal suffix 2nd person masculine singular	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	אַחַר|preposition|preposition, pronominal suffix 2nd person feminine singular
אחריכם	אַחַר	preposition	preposition, pronominal suffix 2nd person masculine plural	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	
אחרים	אַחֵר	adjective	adjective masculine plural absolute	properly, hinder; generally, next, other, etc	H312	
אחרין	אַחֵר	adjective	adjective masculine plural absolute	properly, hinder; generally, next, other, etc	H312	אׇחֳרֵין|adverb|adverb
אחרינו	אַחַר	preposition	preposition, pronominal suffix 1st person common plural	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	
אחריש	חָרַשׁ	verb	hiphil imperfect 1st person common singular	to scratch, i.e. (by implication) to engrave	H2790	
אחרית	אַחֲרִית	noun	feminine singular absolute	the last or end, hence, the future; also posterity	H319	אַחֲרִית|noun|feminine singular construct
אחריתה	אַחֲרִית	noun	feminine singular construct, pronominal suffix 3rd person feminine singular	the last or end, hence, the future; also posterity	H319	
אחריתו	אַחֲרִית	noun	feminine singular construct, pronominal suffix 3rd person masculine singular	the last or end, hence, the future; also posterity	H319	
אחריתי	אַחֲרִית	noun	feminine singular construct, pronominal suffix 1st person common singular	the last or end, hence, the future; also posterity	H319	
אחריתם	אַחֲרִית	noun	feminine singular construct, pronominal suffix 3rd person masculine plural	the last or end, hence, the future; also posterity	H319	
אחריתן	אַחֲרִית	noun	feminine singular construct, pronominal suffix 3rd person feminine plural	the last or end, hence, the future; also posterity	H319	
אחריתנו	אַחֲרִית	noun	feminine singular construct, pronominal suffix 1st person common plural	the last or end, hence, the future; also posterity	H319	
אחרן	אׇחֳרָן	adjective	adjective masculine singular absolute	other	H321	
אחרנים	אַחֲרוֹן	adjective	adjective masculine plural absolute	hinder; generally, late or last; specifically (as facing the east) western	H314	
אחרנית	אֲחֹרַנִּית	adverb	adverb	backwards	H322	
אחרת	אַחֵר	adjective	adjective feminine singular absolute	properly, hinder; generally, next, other, etc	H312	
אחשדרפני	אֲחַשְׁדַּרְפַּן	noun	masculine plural construct	a satrap or governorof amain province (of Persia)	H323	
אחשדרפניא	אֲחַשְׁדַּרְפַּן	noun	masculine plural determined, definite article	{a satrap or governorof amain province (of Persia)}	H324	
אחשה	חָשָׁה	verb	qal imperfect 1st person common singular	to hush or keep quiet	H2814	
אחשורוש	אֲחַשְׁוֵרוֹשׁ	proper noun	not parsed	Achashverosh (i.e. Ahasuerus or Artaxerxes, but in this case Xerxes)	H325	
אחשורש	אֲחַשְׁוֵרוֹשׁ	proper noun	not parsed	Achashverosh (i.e. Ahasuerus or Artaxerxes, but in this case Xerxes)	H325	
אחשך	חָשַׂךְ	verb	qal imperfect 1st person common singular	to restrain or (reflex.) refrain; by implication, to refuse, spare, preserve; to observe	H2820	
אחשרש	אֲחַשְׁוֵרוֹשׁ	proper noun	not parsed	Achashverosh (i.e. Ahasuerus or Artaxerxes, but in this case Xerxes)	H325	
אחת	אֶחָד	adjective	cardinal number feminine singular absolute	properly, united, i.e. one; or (as an ordinal) first	H259	נְחַת|verb|afel imperative 2nd person masculine singular
אחתה	אָחוֹת	noun	feminine singular construct, pronominal suffix 3rd person feminine singular	a sister (used very widely (like brother), literally and figuratively)	H269	חָתַת|verb|niphal cohortative 1st person common singular
אחתו	אָחוֹת	noun	feminine singular construct, pronominal suffix 3rd person masculine singular	a sister (used very widely (like brother), literally and figuratively)	H269	
אחתי	אָחוֹת	noun	feminine singular construct, pronominal suffix 1st person common singular	a sister (used very widely (like brother), literally and figuratively)	H269	
אחתך	חָתַת	verb	hiphil imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	properly, to prostrate	H2865	
אחתם	אָחוֹת	noun	feminine singular construct, pronominal suffix 3rd person masculine plural	a sister (used very widely (like brother), literally and figuratively)	H269	
אחתנו	אָחוֹת	noun	feminine singular construct, pronominal suffix 1st person common plural	a sister (used very widely (like brother), literally and figuratively)	H269	
אט	אַט	adverb	adverb	(as a noun) a necromancer (from their soft incantations), (as an adverb) gently	H328	נָטָה|verb|hiphil imperfect 1st person common singular
אטבעה	טָבַע	verb	qal cohortative 1st person common singular	to sink	H2883	
אטד	אָטָד	noun	masculine singular absolute	a thorn-tree (especially the buckthorn)	H329	
אטה	נָטָה	verb	hiphil imperfect 1st person common singular	to stretch or spread out	H5186	
אטהר	טָהֵר	verb	piel imperfect 1st person common singular	to be pure (physical sound, clear, unadulterated; Levitically, uncontaminated; morally, innocent or holy)	H2891	
אטון	אֵטוּן	noun	masculine singular construct	properly, twisted (yarn), i.e. tapestry	H330	
אטור	נָטַר	verb	qal imperfect 1st person common singular	to guard; figuratively, to cherish (anger)	H5201	
אטילך	טוּל	verb	hiphil imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	to pitch over or reel; hence (transitively) to cast down or out	H2904	
אטם	אָטַם	verb	qal active participle masculine singular absolute	to close (the lips or ears); by analology to contract (a window by bevelled jambs)	H331	
אטמות	אָטַם	verb	qal passive participle feminine plural absolute	to close (the lips or ears); by analology to contract (a window by bevelled jambs)	H331	
אטמים	אָטַם	verb	qal passive participle masculine plural absolute	to close (the lips or ears); by analology to contract (a window by bevelled jambs)	H331	
אטנפם	טָנַף	verb	piel imperfect 1st person common singular, pronominal suffix 3rd person masculine plural	to soil	H2936	
אטעם	טָעַם	verb	qal imperfect 1st person common singular	to taste; figuratively, to perceive	H2938	
אטף	נָטַף	verb	hiphil imperfect 1st person common singular	to ooze, i.e. distil gradually; by implication, to fall in drops; figuratively, to speak by inspiration	H5197	
אטר	אָטֵר	proper noun	not parsed	Ater, the name of three Israelites	H333	אִטֵּר|adjective|adjective masculine singular construct
אטרף	טָרַף	verb	qal imperfect 1st person common singular	to pluck off or pull to pieces; causatively to supply with food (as in morsels)	H2963	
אי	אַי	particle	interrogative particle	where? hence how?	H335	אִי|particle|interjection;אִי|particle|interjection;אִי|particle|interjection
איב	אֹיֵב	verb	qal active participle masculine singular absolute	hating; an adversary	H341	
איבה	אֵיבָה	noun	feminine singular absolute	hostility	H342	
איבו	אֹיֵב	verb	qal active participle masculine singular construct, pronominal suffix 3rd person masculine singular	hating; an adversary	H341	
איבי	אֹיֵב	verb	qal active participle masculine plural construct, pronominal suffix 1st person common singular	hating; an adversary	H341	אֹיֵב|verb|qal active participle masculine plural construct;אֹיֵב|verb|qal active participle masculine singular construct, pronominal suffix 1st person common singular
איביה	אֹיֵב	verb	qal active participle masculine plural construct, pronominal suffix 3rd person feminine singular	hating; an adversary	H341	
איביהם	אֹיֵב	verb	qal active participle masculine plural construct, pronominal suffix 3rd person masculine plural	hating; an adversary	H341	
איביו	אֹיֵב	verb	qal active participle masculine plural construct, pronominal suffix 3rd person masculine singular	hating; an adversary	H341	
איביך	אֹיֵב	verb	qal active participle masculine plural construct, pronominal suffix 2nd person masculine singular	hating; an adversary	H341	אֹיֵב|verb|qal active participle masculine plural construct, pronominal suffix 2nd person feminine singular
איביכם	אֹיֵב	verb	qal active participle masculine plural construct, pronominal suffix 2nd person masculine plural	hating; an adversary	H341	
איבינו	אֹיֵב	verb	qal active participle masculine plural construct, pronominal suffix 1st person common plural	hating; an adversary	H341	
איבך	אֹיֵב	verb	qal active participle masculine singular construct, pronominal suffix 2nd person masculine singular	hating; an adversary	H341	אֹיֵב|verb|qal active participle masculine singular construct, pronominal suffix 2nd person feminine singular
איבש	יָבֵשׁ	verb	qal imperfect 1st person common singular	to be ashamed, confused or disappointed; also (as failing) to dry up (as water) or wither (as herbage)	H3001	
איבת	אֵיבָה	noun	feminine singular construct	hostility	H342	
איבתי	אֹיֵב	verb	qal active participle feminine singular construct, pronominal suffix 1st person common singular	hating; an adversary	H341	
איגע	יָגַע	verb	qal imperfect 1st person common singular	properly, to gasp; hence, to be exhausted, to tire, to toil	H3021	
איד	אֵיד	noun	masculine singular construct	oppression; by implication misfortune, ruin	H343	אֵיד|noun|masculine singular absolute
אידו	אֵיד	noun	masculine singular construct, pronominal suffix 3rd person masculine singular	oppression; by implication misfortune, ruin	H343	
אידי	אֵיד	noun	masculine singular construct, pronominal suffix 1st person common singular	oppression; by implication misfortune, ruin	H343	
אידך	אֵיד	noun	masculine singular construct, pronominal suffix 2nd person masculine singular	oppression; by implication misfortune, ruin	H343	
אידם	אֵיד	noun	masculine singular construct, pronominal suffix 3rd person masculine plural	oppression; by implication misfortune, ruin	H343	
איה	אַיֵּה	particle	interrogative particle	where?	H346	אַיָּה|proper noun|not parsed;אַיָּה|noun|feminine singular absolute;אַי|particle|interrogative particle
איו	אַי	particle	interrogative particle, pronominal suffix 3rd person masculine singular	where? hence how?	H335	אַיֵּה|particle|interrogative particle, pronominal suffix 3rd person masculine singular
איוב	אִיּוֹב	proper noun	not parsed	Ijob, the patriarch famous for his patience	H347	
איזבל	אִיזֶבֶל	proper noun	not parsed	Izebel, the wife of king Ahab	H348	
איחל	יָחַל	verb	piel imperfect 1st person common singular	to wait; by implication, to be patient, hope	H3176	
איטיב	יָטַב	verb	hiphil imperfect 1st person common singular	to be (causative) make well, literally (sound, beautiful) or figuratively (happy, successful, right)	H3190	
איי	אִי	noun	masculine plural construct	properly, a habitable spot (as desirable); dry land, a coast, an island	H339	
איים	אִי	noun	masculine plural absolute	properly, a habitable spot (as desirable); dry land, a coast, an island	H339	
איך	אֵיךְ	particle	interrogative particle	how? or how!; also where	H349	
איכבוד	אִי־כָבוֹד	proper noun	not parsed	Ikabod, a son of Phineas	H350	
איכה	אֵיךְ	particle	interrogative particle	how? or how!; also where	H349	אַי|particle|interrogative particle, pronominal suffix 2nd person masculine singular;אֵיכֹה|particle|interrogative particle
איככה	אֵיךְ	particle	interrogative particle	how? or how!; also where	H349	
איל	אַיִל	noun	masculine singular absolute	properly, strength	H352	אַיִל|noun|masculine singular construct;אַיִל|noun|masculine singular construct;אַיָּל|noun|both genders singular absolute
אילה	אַיָּלָה	noun	feminine singular absolute	a doe or female deer	H355	
אילו	אַיִל	noun	masculine singular construct, pronominal suffix 3rd person masculine singular	properly, strength	H352	
אילון	אַיָּלוֹן	proper noun	not parsed	Ajalon, the name of five places in Palestine	H357	אֵילוֹן|proper noun|not parsed
אילות	אַיָּלָה	noun	feminine plural absolute	a doe or female deer	H355	אֵילוֹת|proper noun|not parsed
אילותי	אֱיָלוּת	noun	feminine singular construct, pronominal suffix 1st person common singular	power; by implication, protection	H360	
אילי	אַיִל	noun	masculine plural construct	properly, strength	H352	
איליו	אַיִל	noun	masculine plural construct, pronominal suffix 3rd person masculine singular	properly, strength	H352	
איליל	יָלַל	verb	hiphil imperfect 1st person common singular	to howl (with a wailing tone) or yell (with a boisterous one)	H3213	
אילים	אַיִל	noun	masculine plural absolute	properly, strength	H352	בְּאֵר אֵלִים|proper noun|not parsed
אילכה	יָלַךְ	verb	qal imperfect 1st person common singular	to walk (literally or figuratively); causatively, to carry (in various senses)	H3212	
אילם	אַיִל	noun	masculine plural absolute	properly, strength	H352	אֵילִם|proper noun|not parsed
אילמה	אֵילִם	proper noun	directional he	Elim, a place in the Desert	H362	
אילן	אֵילוֹן	proper noun	not parsed	Elon, the name of a place in Palestine, and also of one Hittite, two Israelites	H356	אִילָן|noun|masculine singular absolute
אילנא	אִילָן	noun	masculine singular determined, definite article	a tree	H363	
אילנה	אַיָּלוֹן	proper noun	directional he	Ajalon, the name of five places in Palestine	H357	
אילת	אֵילוֹת	proper noun	not parsed	Eloth or Elath, a place on the Red Sea	H359	אַיֶּלֶת|noun|feminine singular construct;אַיֶּלֶת|noun|feminine singular absolute
אים	אַי	particle	interrogative particle, pronominal suffix 3rd person masculine plural	where? hence how?	H335	אָיֹם|adjective|adjective masculine singular absolute
אימה	אֵימָה	noun	feminine singular absolute	fright; concrete, an idol (as a bugbear)	H367	אָיֹם|adjective|adjective feminine singular absolute
אימת	אֵימָה	noun	feminine singular construct	fright; concrete, an idol (as a bugbear)	H367	
אימתה	אֵימָה	noun	feminine singular absolute, paragogic he	fright; concrete, an idol (as a bugbear)	H367	
אימתי	אֵימָה	noun	feminine singular construct, pronominal suffix 1st person common singular	fright; concrete, an idol (as a bugbear)	H367	
אימתכם	אֵימָה	noun	feminine singular construct, pronominal suffix 2nd person masculine plural	fright; concrete, an idol (as a bugbear)	H367	
אין	אַיִן	particle	negative particle	a non-entity; generally used as a negative particle	H369	
אינך	אַיִן	particle	negative particle, pronominal suffix 2nd person masculine singular	a non-entity; generally used as a negative particle	H369	
אינכם	אַיִן	particle	negative particle, pronominal suffix 2nd person masculine plural	a non-entity; generally used as a negative particle	H369	
אינם	אַיִן	particle	negative particle, pronominal suffix 3rd person masculine plural	a non-entity; generally used as a negative particle	H369	
אינמו	אַיִן	particle	negative particle, pronominal suffix 3rd person masculine plural	a non-entity; generally used as a negative particle	H369	
איננה	אַיִן	particle	negative particle, pronominal suffix 3rd person feminine singular	a non-entity; generally used as a negative particle	H369	
